"","TimeStamp","Enlem(N)","Boylam(E)","Derinlik(km)","MD","ML","Mw","Yer","Çözüm Niteligi"
"168","2020.12.15 04:03:31","34.2902"," 26.2935"," 22.0","-.-","3.0","-.-"," GIRIT ADASI ACIKLARI (AKDENIZ)","Ilksel"
"169","2020.12.15 04:00:31","37.8653"," 26.9722","5.0","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"170","2020.12.15 03:57:23","37.8072"," 26.9417","7.3","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"171","2020.12.15 03:40:32","37.8733"," 26.7455","1.8","-.-","3.2","3.3"," EGE DENIZI","Ilksel"
"172","2020.12.15 03:31:39","38.8730"," 43.5452","5.0","-.-","2.8","-.-"," ERMISLER-(VAN)","Ilksel"
"173","2020.12.15 03:28:25","37.8660"," 27.0712"," 13.9","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"174","2020.12.15 02:23:12","38.8658"," 43.3825","5.0","-.-","1.8","-.-"," KUMLUCA-(VAN)"," Ilksel"
"175","2020.12.15 01:51:43","37.8380"," 27.1938"," 13.3","-.-","2.0","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"176","2020.12.15 01:19:36","39.7237"," 26.3580","7.5","-.-","2.6","-.-"," CINARKOY-EZINE (CANAKKALE)","Ilksel"
"177","2020.12.15 00:58:44","38.8585"," 43.5042","5.0","-.-","4.6","4.7"," ERMISLER-(VAN)","Ilksel"
"178","2020.12.15 00:18:48","37.8872"," 26.8512","5.2","-.-","2.0","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"179","2020.12.14 23:58:16","37.9048"," 26.9695","5.2","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"180","2020.12.14 23:13:42","39.1050"," 27.8263","8.1","-.-","2.8","-.-"," KARAKURT-KIRKAGAC (MANISA)","Ilksel"
"181","2020.12.14 23:00:58","37.9015"," 26.8842","5.2","-.-","1.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"182","2020.12.14 22:21:01","37.8650"," 27.0185","5.2","-.-","1.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"183","2020.12.14 22:14:03","38.6313"," 43.7295","8.4","-.-","2.2","-.-"," DEGIRMENARKI-(VAN)","Ilksel"
"184","2020.12.14 21:09:59","37.6547"," 27.0603"," 12.5","-.-","1.9","-.-"," DOGANBEY ACIKLARI-AYDIN (EGE DENIZI)","Ilksel"
"185","2020.12.14 20:46:36","37.7108"," 27.0717","7.7","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"186","2020.12.14 17:33:13","37.7277"," 27.0995"," 12.1","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"187","2020.12.14 17:28:00","38.3575"," 39.3247","3.1","-.-","1.7","-.-"," ALBAYRAK-CUNGUS (DIYARBAKIR)","Ilksel"
"188","2020.12.14 16:43:37","39.8658"," 28.8485","0.0","-.-","2.0","-.-"," ALTINTAS-ORHANELI (BURSA)"," Ilksel"
"189","2020.12.14 16:02:26","38.9622"," 32.8510","0.0","-.-","1.6","-.-"," CELEP-KULU (KONYA)","Ilksel"
"190","2020.12.14 15:56:32","37.8577"," 26.3528","5.8","-.-","1.8","-.-"," ONIKI ADALAR (AKDENIZ)","Ilksel"
"191","2020.12.14 15:35:55","37.6763"," 27.0655","2.5","-.-","2.4","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"192","2020.12.14 15:35:22","37.8637"," 26.8393"," 10.6","-.-","2.5","-.-"," EGE DENIZI","Ilksel"
"193","2020.12.14 15:33:48","39.3515"," 25.9270","5.1","-.-","2.2","-.-"," BADEMLI ACIKLARI-CANAKKALE (EGE DENIZI)"," Ilksel"
"194","2020.12.14 15:24:47","39.8827"," 28.8528","0.0","-.-","1.7","-.-"," IKIZOLUK-ORHANELI (BURSA)"," Ilksel"
"195","2020.12.14 15:20:24","36.1442"," 33.5483","0.0","-.-","1.1","-.-"," BUYUKECELI-GULNAR (MERSIN)","Ilksel"
"196","2020.12.14 15:11:46","40.7472"," 31.4612","5.9","-.-","1.9","-.-"," ELMALIK-(BOLU)","Ilksel"
"197","2020.12.14 15:04:08","37.8062"," 26.7810","1.6","-.-","3.1","-.-"," EGE DENIZI","Ilksel"
"198","2020.12.14 14:48:43","37.9103"," 26.8672","3.5","-.-","2.3","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"199","2020.12.14 14:43:06","36.0980"," 29.0150"," 10.7","-.-","1.8","-.-"," AKDENIZ"," Ilksel"
"200","2020.12.14 14:20:50","37.9297"," 27.2378"," 25.0","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"201","2020.12.14 14:17:08","38.5530"," 37.2397","3.0","-.-","1.8","-.-"," HORHOR-ELBISTAN (KAHRAMANMARAS)"," Ilksel"
"202","2020.12.14 13:55:45","41.7842"," 32.5373","2.5","-.-","2.6","-.-"," YAHYAYAZICILAR-AMASRA (BARTIN)","Ilksel"
"203","2020.12.14 13:28:33","36.6210"," 36.2788"," 12.5","-.-","1.8","-.-"," BITISIK-ISKENDERUN (HATAY)","Ilksel"
"204","2020.12.14 13:01:33","38.0648"," 27.1587","3.2","-.-","1.9","-.-"," ATAKOY-MENDERES (IZMIR)"," Ilksel"
"205","2020.12.14 12:52:11","37.7300"," 27.1517"," 15.9","-.-","1.4","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"206","2020.12.14 12:47:49","38.8627"," 26.8320","4.8","-.-","1.4","-.-"," CANDARLI KORFEZI (EGE DENIZI)"," Ilksel"
"207","2020.12.14 12:22:59","37.8968"," 26.8778","4.4","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"208","2020.12.14 12:00:10","37.9302"," 26.6325","3.2","-.-","1.8","-.-"," EGE DENIZI","Ilksel"
"209","2020.12.14 11:52:46","37.8955"," 26.3495"," 13.5","-.-","1.9","-.-"," EGE DENIZI","Ilksel"
"210","2020.12.14 11:48:47","39.3445"," 25.8842"," 10.2","-.-","2.2","-.-"," BADEMLI ACIKLARI-CANAKKALE (EGE DENIZI)"," Ilksel"
"211","2020.12.14 11:47:46","37.6122"," 29.2555","0.0","-.-","1.2","-.-"," SERINHISAR (DENIZLI)","Ilksel"
"212","2020.12.14 11:39:00","38.6522"," 38.0182","8.8","-.-","1.4","-.-"," ALICAN-YAZIHAN (MALATYA)","Ilksel"
"213","2020.12.14 11:26:51","36.1367"," 33.6190","0.0","-.-","1.9","-.-"," YESILOVACIK-SILIFKE (MERSIN)","Ilksel"
"214","2020.12.14 11:14:37","37.9127"," 27.0243","4.9","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"215","2020.12.14 10:47:36","37.7983"," 26.4438","5.0","-.-","2.7","-.-"," ONIKI ADALAR (AKDENIZ)","Ilksel"
"216","2020.12.14 09:51:46","40.5452"," 29.0065","1.7","-.-","1.4","-.-"," SELIMIYE-ARMUTLU (YALOVA)"," Ilksel"
"217","2020.12.14 09:50:00","40.5740"," 28.9785","6.6","-.-","1.8","-.-"," ESENKOY-CINARCIK (YALOVA)"," Ilksel"
"218","2020.12.14 09:45:53","40.6323"," 29.0530","8.8","-.-","1.4","-.-"," KOCADERE-CINARCIK (YALOVA)","Ilksel"
"219","2020.12.14 09:33:39","37.8657"," 26.7185","2.2","-.-","2.0","-.-"," EGE DENIZI","Ilksel"
"220","2020.12.14 09:16:53","37.8532"," 27.0217","4.9","-.-","1.5","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"221","2020.12.14 09:12:44","37.8197"," 26.6513"," 15.7","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"222","2020.12.14 08:41:06","37.8742"," 26.9407","5.3","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"223","2020.12.14 07:35:38","38.7312"," 43.2905"," 17.1","-.-","2.1","-.-"," GOLLU-(VAN)"," Ilksel"
"224","2020.12.14 06:56:50","40.4252"," 28.9922","6.0","-.-","2.6","-.-"," GEMLIK KORFEZI (MARMARA DENIZI)"," Ilksel"
"225","2020.12.14 06:51:07","37.8427"," 26.9267","8.2","-.-","2.0","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"226","2020.12.14 06:39:42","38.0047"," 27.0462","4.3","-.-","2.0","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"227","2020.12.14 06:21:37","37.8628"," 26.7315"," 12.2","-.-","1.7","-.-"," EGE DENIZI","Ilksel"
"228","2020.12.14 05:57:32","39.5318"," 27.8613","4.7","-.-","2.2","-.-"," PAMUKCU-(BALIKESIR)"," Ilksel"
"229","2020.12.14 05:27:05","38.0673"," 41.6513","1.9","-.-","1.5","-.-"," ATABAGI-BAYKAN (SIIRT)","Ilksel"
"230","2020.12.14 05:03:32","37.8057"," 26.9828","5.2","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"231","2020.12.14 03:25:24","39.0058"," 41.2520"," 11.3","-.-","1.4","-.-"," BILEK-(MUS)"," Ilksel"
"232","2020.12.14 02:42:17","38.7185"," 38.0622","3.8","-.-","1.6","-.-"," YESILPINAR-HEKIMHAN (MALATYA)"," Ilksel"
"233","2020.12.14 02:35:17","40.5895"," 28.9853","5.8","-.-","1.8","-.-"," ESENKOY-CINARCIK (YALOVA)"," Ilksel"
"234","2020.12.14 02:28:59","39.1065"," 41.8888","5.0","-.-","1.9","-.-"," MESEICI-BULANIK (MUS)"," Ilksel"
"235","2020.12.14 02:28:49","37.8360"," 27.0968","7.4","-.-","1.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"236","2020.12.14 02:21:12","37.9177"," 26.4270","6.3","-.-","2.1","-.-"," EGE DENIZI","Ilksel"
"237","2020.12.14 02:18:46","40.6085"," 28.9913","7.9","-.-","1.6","-.-"," SENKOY-CINARCIK (YALOVA)","Ilksel"
"238","2020.12.14 02:14:34","37.6372"," 27.0657","7.2","-.-","1.8","-.-"," DOGANBEY ACIKLARI-AYDIN (EGE DENIZI)","Ilksel"
"239","2020.12.14 01:55:12","37.7988"," 26.5852","6.7","-.-","1.9","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"240","2020.12.14 01:42:49","37.6840"," 27.0177","7.8","-.-","1.5","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"241","2020.12.14 01:39:55","35.6932"," 26.2547","8.9","-.-","3.3","-.-"," AKDENIZ"," Ilksel"
"242","2020.12.14 01:02:54","38.5702"," 44.3655","5.0","-.-","3.0","3.0"," YAMANYURT-SARAY (VAN)"," REVIZE01"
"243","2020.12.14 00:17:58","38.4235"," 39.2390","6.1","-.-","1.4","-.-"," KURKKOY-SIVRICE (ELAZIG)","Ilksel"
"244","2020.12.13 23:58:12","38.0307"," 27.0692","7.7","-.-","2.0","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"245","2020.12.13 22:15:35","37.3733"," 28.1830"," 13.5","-.-","2.2","-.-"," KAVAKKOY-YATAGAN (MUGLA)","Ilksel"
"246","2020.12.13 21:43:23","37.8780"," 26.9518","5.4","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"247","2020.12.13 20:25:51","37.8198"," 26.8513","5.0","-.-","2.0","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"248","2020.12.13 20:05:17","39.3983"," 25.9957","8.9","-.-","1.7","-.-"," BADEMLI ACIKLARI-CANAKKALE (EGE DENIZI)"," Ilksel"
"249","2020.12.13 19:25:08","38.6950"," 27.6528","6.2","-.-","1.9","-.-"," DEVELI-SARUHANLI (MANISA)"," Ilksel"
"250","2020.12.13 19:14:36","37.9478"," 27.0342","4.2","-.-","2.3","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"251","2020.12.13 18:43:40","38.0247"," 27.1075","5.4","-.-","2.0","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"252","2020.12.13 18:39:00","38.0203"," 27.0935","5.0","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"253","2020.12.13 18:29:43","38.7055"," 27.6273","8.2","-.-","1.4","-.-"," DEVELI-SARUHANLI (MANISA)"," Ilksel"
"254","2020.12.13 18:00:24","39.3592"," 25.8892","5.0","-.-","2.0","-.-"," BADEMLI ACIKLARI-CANAKKALE (EGE DENIZI)"," Ilksel"
"255","2020.12.13 17:56:08","38.9793"," 27.8850","2.4","-.-","1.7","-.-"," KARABORKLU-AKHISAR (MANISA)"," Ilksel"
"256","2020.12.13 17:42:44","37.8152"," 26.9005","7.3","-.-","3.3","3.3"," SISAM ADASI (EGE DENIZI)","Ilksel"
"257","2020.12.13 17:40:42","37.8135"," 26.8223"," 23.0","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"258","2020.12.13 17:35:32","37.6837"," 27.0597","5.0","-.-","1.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"259","2020.12.13 17:18:53","37.8077"," 26.4360","5.0","-.-","2.3","-.-"," ONIKI ADALAR (AKDENIZ)","Ilksel"
"260","2020.12.13 16:43:21","38.0332"," 27.1027","4.2","-.-","2.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"261","2020.12.13 16:42:00","38.0222"," 27.0785","9.6","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"262","2020.12.13 16:29:27","37.8663"," 26.8460"," 25.8","-.-","1.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"263","2020.12.13 16:24:47","38.0100"," 27.0923","5.1","-.-","1.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"264","2020.12.13 16:19:17","38.0340"," 27.0855","3.7","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," REVIZE01"
"265","2020.12.13 16:13:23","38.0510"," 27.0117"," 18.4","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"266","2020.12.13 16:10:48","38.0163"," 27.0852","5.2","-.-","2.3","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"267","2020.12.13 16:08:05","38.0378"," 27.1080","9.8","-.-","2.4","-.-"," CILE-MENDERES (IZMIR)"," Ilksel"
"268","2020.12.13 16:07:15","38.0332"," 27.0975","8.0","-.-","2.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"269","2020.12.13 16:02:56","38.0328"," 27.0982"," 10.1","-.-","2.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"270","2020.12.13 15:42:44","37.7742"," 26.8593"," 17.1","-.-","2.4","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"271","2020.12.13 15:15:55","37.9147"," 26.8833"," 17.2","-.-","2.2","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"272","2020.12.13 14:19:23","35.9778"," 27.7433","9.7","-.-","2.3","-.-"," RODOS ADASI (AKDENIZ)"," Ilksel"
"273","2020.12.13 14:08:23","40.5922"," 29.0162","2.6","-.-","1.8","-.-"," SENKOY-CINARCIK (YALOVA)","Ilksel"
"274","2020.12.13 14:07:03","40.5940"," 28.9972","4.8","-.-","2.0","-.-"," SENKOY-CINARCIK (YALOVA)","Ilksel"
"275","2020.12.13 14:06:45","37.8192"," 26.9697"," 17.1","-.-","2.0","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"276","2020.12.13 13:34:19","37.8793"," 26.9383"," 13.1","-.-","2.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"277","2020.12.13 12:46:28","37.6763"," 27.0765"," 16.2","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"278","2020.12.13 12:43:10","37.7060"," 27.0743"," 17.9","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"279","2020.12.13 12:38:35","40.6755"," 29.0552","3.1","-.-","1.5","-.-"," KOCADERE-CINARCIK (YALOVA)","Ilksel"
"280","2020.12.13 12:07:12","37.7018"," 27.0550"," 16.0","-.-","1.6","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"281","2020.12.13 11:39:06","40.6003"," 28.9960","5.2","-.-","1.7","-.-"," SENKOY-CINARCIK (YALOVA)","Ilksel"
"282","2020.12.13 10:57:54","37.0117"," 34.4697","7.9","-.-","2.9","-.-"," CAGLARCA-TOROSLAR (MERSIN)","Ilksel"
"283","2020.12.13 09:33:56","37.7000"," 27.1332"," 19.5","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"284","2020.12.13 09:25:31","40.6415"," 29.0788","4.8","-.-","1.6","-.-"," TESVIKIYE-CINARCIK (YALOVA)"," Ilksel"
"285","2020.12.13 09:14:58","37.6820"," 27.0547","2.2","-.-","2.5","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"286","2020.12.13 09:11:24","37.6952"," 27.0878"," 13.7","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"287","2020.12.13 09:09:52","36.4642"," 26.7583"," 20.3","-.-","3.2","3.3"," AKDENIZ"," Ilksel"
"288","2020.12.13 09:06:48","37.6768"," 27.0420","7.5","-.-","2.4","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"289","2020.12.13 08:58:38","37.7320"," 27.0025","4.4","-.-","1.7","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"290","2020.12.13 08:50:04","37.7137"," 27.0368"," 14.0","-.-","2.3","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"291","2020.12.13 08:43:33","37.8975"," 26.7882"," 19.8","-.-","1.6","-.-"," EGE DENIZI","Ilksel"
"292","2020.12.13 08:25:44","37.6777"," 27.0598","7.2","-.-","3.1","3.3"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"293","2020.12.13 08:23:25","37.6592"," 26.9948"," 10.3","-.-","2.6","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"294","2020.12.13 08:07:41","37.8778"," 26.7400","5.3","-.-","2.0","-.-"," EGE DENIZI","Ilksel"
"295","2020.12.13 08:03:42","37.6672"," 27.0233","4.8","-.-","2.3","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"296","2020.12.13 07:58:01","37.8482"," 26.7628","5.0","-.-","1.7","-.-"," EGE DENIZI","Ilksel"
"297","2020.12.13 07:41:00","37.8763"," 27.0525","5.4","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"298","2020.12.13 07:28:21","36.8458"," 27.9187","5.0","-.-","2.3","-.-"," GOKOVA KORFEZI (AKDENIZ)","Ilksel"
"299","2020.12.13 07:27:43","37.6678"," 27.0353"," 12.9","-.-","2.1","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"300","2020.12.13 07:19:54","40.6235"," 29.0477","6.7","-.-","1.8","-.-"," KOCADERE-CINARCIK (YALOVA)","Ilksel"
"301","2020.12.13 07:09:51","37.6802"," 26.9813","7.4","-.-","1.5","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"302","2020.12.13 07:05:00","37.6923"," 27.0623","2.9","-.-","2.2","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"303","2020.12.13 07:02:29","37.8672"," 26.8958","7.0","-.-","1.5","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"304","2020.12.13 06:59:35","37.6242"," 26.9975","5.4","-.-","2.0","-.-"," DOGANBEY ACIKLARI-AYDIN (EGE DENIZI)","Ilksel"
"305","2020.12.13 06:47:25","37.6772"," 27.0002","5.3","-.-","2.2","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"306","2020.12.13 05:35:54","38.0157"," 27.0438","5.5","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"307","2020.12.13 05:02:37","38.0133"," 27.0622","5.8","-.-","2.4","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"308","2020.12.13 05:01:25","37.7912"," 26.9248","5.2","-.-","1.6","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"309","2020.12.13 04:53:48","37.6835"," 27.0730"," 13.4","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"310","2020.12.13 04:52:48","37.6210"," 27.0057","2.2","-.-","2.3","-.-"," DOGANBEY ACIKLARI-AYDIN (EGE DENIZI)","Ilksel"
"311","2020.12.13 04:44:17","37.7282"," 26.9720","7.4","-.-","1.4","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"312","2020.12.13 04:11:16","38.4203"," 39.4225","3.6","-.-","1.3","-.-"," AKBUGDAY-SIVRICE (ELAZIG)"," Ilksel"
"313","2020.12.13 03:56:45","37.8795"," 26.5643","6.7","-.-","1.7","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"314","2020.12.13 03:37:48","37.6602"," 27.0208","5.9","-.-","2.0","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"315","2020.12.13 03:36:42","37.8153"," 26.5770","9.4","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"316","2020.12.13 03:12:59","38.0375"," 27.0947","2.0","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"317","2020.12.13 03:04:54","40.4693"," 34.2913","7.4","-.-","1.7","-.-"," KARAKISIK-UGURLUDAG (CORUM)"," Ilksel"
"318","2020.12.13 02:46:00","37.6687"," 27.0292","8.4","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"319","2020.12.13 02:30:55","37.6690"," 27.0240","9.4","-.-","1.7","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"320","2020.12.13 02:27:17","37.6805"," 26.9948"," 10.4","-.-","1.5","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"321","2020.12.13 02:11:41","37.8352"," 26.8145"," 12.3","-.-","1.8","-.-"," EGE DENIZI","Ilksel"
"322","2020.12.13 02:07:09","37.8978"," 26.8857","3.1","-.-","1.5","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"323","2020.12.13 01:50:33","37.6787"," 26.9947"," 14.8","-.-","1.5","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"324","2020.12.13 01:42:05","37.6980"," 26.9730","8.6","-.-","1.7","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"325","2020.12.13 01:41:01","37.7548"," 27.1705"," 20.3","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"326","2020.12.13 01:28:30","37.6262"," 26.9367"," 11.7","-.-","1.7","-.-"," EGE DENIZI","Ilksel"
"327","2020.12.13 01:26:48","37.8278"," 26.8358","8.2","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"328","2020.12.13 01:23:23","37.7282"," 26.9845","8.9","-.-","1.2","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"329","2020.12.13 01:21:47","37.7545"," 27.0455","5.0","-.-","1.3","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"330","2020.12.13 01:19:53","37.6573"," 27.0888","4.5","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"331","2020.12.13 01:19:18","38.8207"," 26.8268","9.2","-.-","1.4","-.-"," CANDARLI KORFEZI (EGE DENIZI)"," Ilksel"
"332","2020.12.13 01:04:36","37.6675"," 27.0325","3.5","-.-","2.1","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"333","2020.12.13 00:59:45","37.6615"," 27.0540","5.4","-.-","1.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
