"","TimeStamp","Enlem(N)","Boylam(E)","Derinlik(km)","MD","ML","Mw","Yer","Çözüm Niteligi"
"334","2020.12.13 00:29:50","43.1395"," 45.4063"," 24.2","-.-","4.7","4.8"," RUSYA"," Ilksel"
"335","2020.12.13 00:09:06","37.8903"," 26.8563","6.7","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"336","2020.12.12 23:26:19","37.6830"," 27.0395","5.4","-.-","3.2","3.3"," SISAM ADASI (EGE DENIZI)","Ilksel"
"337","2020.12.12 23:15:56","37.8142"," 26.9365","2.6","-.-","1.9","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"338","2020.12.12 22:53:18","38.0188"," 27.0798"," 11.1","-.-","3.1","3.0"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"339","2020.12.12 22:47:20","37.8867"," 26.9605","5.5","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"340","2020.12.12 22:37:25","39.0062"," 27.8573","6.3","-.-","2.6","-.-"," GOKCEAHMET-AKHISAR (MANISA)"," Ilksel"
"341","2020.12.12 22:26:49","37.6955"," 27.0335","5.1","-.-","1.9","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"342","2020.12.12 22:23:52","37.6710"," 27.0270","4.9","-.-","3.1","3.2"," SISAM ADASI (EGE DENIZI)","Ilksel"
"343","2020.12.12 21:55:24","37.6758"," 27.0373","4.3","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"344","2020.12.12 21:48:11","37.6868"," 27.0452","6.7","-.-","2.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"345","2020.12.12 21:44:55","37.6910"," 27.0402","5.0","-.-","3.3","3.2"," SISAM ADASI (EGE DENIZI)","Ilksel"
"346","2020.12.12 21:35:27","37.6873"," 27.0455","6.0","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"347","2020.12.12 21:28:46","37.8632"," 27.0120","5.3","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"348","2020.12.12 21:15:46","38.0265"," 27.0765","5.5","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"349","2020.12.12 21:12:19","37.6490"," 27.0473","5.3","-.-","1.7","-.-"," DOGANBEY ACIKLARI-AYDIN (EGE DENIZI)","Ilksel"
"350","2020.12.12 21:05:19","37.6855"," 27.0200","5.0","-.-","1.7","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"351","2020.12.12 20:50:25","38.0855"," 27.0368","9.5","-.-","2.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"352","2020.12.12 20:44:12","37.7112"," 27.1120","5.2","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"353","2020.12.12 20:39:07","37.6775"," 26.9897"," 11.6","-.-","1.9","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"354","2020.12.12 20:37:29","37.7583"," 26.8487","9.0","-.-","2.6","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"355","2020.12.12 20:30:31","37.6770"," 27.0430","7.6","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"356","2020.12.12 20:26:36","37.6563"," 27.0485","5.0","-.-","1.7","-.-"," DOGANBEY ACIKLARI-AYDIN (EGE DENIZI)","Ilksel"
"357","2020.12.12 20:21:02","37.6778"," 27.0433","5.8","-.-","2.3","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"358","2020.12.12 20:18:20","37.8455"," 27.0338","5.0","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"359","2020.12.12 20:14:32","37.7018"," 27.0393","6.7","-.-","2.1","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"360","2020.12.12 19:55:24","37.7597"," 26.8680","7.5","-.-","2.1","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"361","2020.12.12 19:41:09","37.7018"," 27.0108"," 16.0","-.-","1.5","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"362","2020.12.12 19:39:22","37.6650"," 27.0290","7.2","-.-","1.9","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"363","2020.12.12 19:36:16","37.6873"," 27.0395","4.8","-.-","1.4","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"364","2020.12.12 19:34:23","38.3323"," 38.7307","5.0","-.-","1.4","-.-"," SARIOT-KALE (MALATYA)"," Ilksel"
"365","2020.12.12 19:26:27","37.6897"," 26.9913","3.7","-.-","1.7","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"366","2020.12.12 18:01:49","37.3992"," 35.1497","5.4","-.-","1.9","-.-"," BARAKDAGI-KARAISALI (ADANA)"," Ilksel"
"367","2020.12.12 17:55:46","37.6698"," 27.0345","7.7","-.-","2.4","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"368","2020.12.12 17:34:56","38.4658"," 40.3665","8.7","-.-","2.1","-.-"," AKCAYURT-HANI (DIYARBAKIR)","Ilksel"
"369","2020.12.12 16:56:17","37.8898"," 26.8842","5.5","-.-","2.4","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"370","2020.12.12 15:59:31","38.0547"," 41.9948"," 11.0","-.-","2.0","-.-"," KASIMLI-SIRVAN (SIIRT)","Ilksel"
"371","2020.12.12 15:38:06","37.7783"," 26.4652","1.7","-.-","2.8","-.-"," ONIKI ADALAR (AKDENIZ)","Ilksel"
"372","2020.12.12 15:09:37","38.0155"," 27.0508","5.3","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"373","2020.12.12 15:04:12","37.8300"," 26.7240","5.3","-.-","2.4","-.-"," EGE DENIZI","Ilksel"
"374","2020.12.12 15:02:39","40.6643"," 34.3490","5.0","-.-","1.5","-.-"," DORUKSEKI-BAYAT (CORUM)"," Ilksel"
"375","2020.12.12 14:40:32","37.6615"," 27.0372","5.4","-.-","3.2","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"376","2020.12.12 14:27:47","37.6765"," 27.1225"," 17.6","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"377","2020.12.12 14:20:42","37.6788"," 27.0612","4.5","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"378","2020.12.12 14:17:39","37.7568"," 27.1278","9.5","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"379","2020.12.12 14:17:13","37.9073"," 26.9685","5.3","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"380","2020.12.12 14:13:44","37.9210"," 27.2132","5.4","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"381","2020.12.12 14:07:47","37.8958"," 27.2035","5.3","-.-","2.2","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"382","2020.12.12 14:06:01","39.3630"," 25.5830","7.7","-.-","2.5","-.-"," EGE DENIZI","Ilksel"
"383","2020.12.12 13:54:52","37.6637"," 27.1082"," 13.9","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"384","2020.12.12 13:54:08","40.5468"," 30.7838"," 22.4","-.-","2.0","-.-"," YORUKYERI-AKYAZI (SAKARYA)","Ilksel"
"385","2020.12.12 13:34:35","40.4838"," 34.3490"," 12.5","-.-","1.7","-.-"," YARIMCA-UGURLUDAG (CORUM)"," Ilksel"
"386","2020.12.12 13:32:33","37.6737"," 27.0588","7.8","-.-","2.2","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"387","2020.12.12 12:38:02","37.8715"," 26.9117","8.2","-.-","3.1","3.1"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"388","2020.12.12 12:34:23","38.2152"," 27.1012"," 24.4","-.-","1.4","-.-"," KUNER-MENDERES (IZMIR)","Ilksel"
"389","2020.12.12 12:16:08","38.4815"," 44.9353","5.3","-.-","3.5","-.-"," IRAN","Ilksel"
"390","2020.12.12 12:10:59","36.6655"," 39.1175"," 10.0","-.-","2.2","-.-"," ZENGINOVA-AKCAKALE (SANLIURFA)","Ilksel"
"391","2020.12.12 11:49:02","40.5980"," 29.0255","6.4","-.-","1.9","-.-"," KOCADERE-CINARCIK (YALOVA)","Ilksel"
"392","2020.12.12 11:47:34","37.7323"," 27.1342"," 12.0","-.-","1.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"393","2020.12.12 11:43:20","38.2962"," 38.8180"," 13.7","-.-","2.1","-.-"," BOLUKKAYA-PUTURGE (MALATYA)"," Ilksel"
"394","2020.12.12 11:39:38","36.2203"," 33.5468","0.0","-.-","1.1","-.-"," TEPE-GULNAR (MERSIN)","Ilksel"
"395","2020.12.12 11:35:55","38.6568"," 31.0310","8.5","-.-","1.8","-.-"," BOLVADIN (AFYONKARAHISAR)"," Ilksel"
"396","2020.12.12 11:18:12","40.6123"," 34.3822","8.2","-.-","1.8","-.-"," HACIBAYRAM-BAYAT (CORUM)","Ilksel"
"397","2020.12.12 11:05:04","38.3145"," 28.5958","5.3","-.-","1.3","-.-"," UZUMLU-ALASEHIR (MANISA)","Ilksel"
"398","2020.12.12 10:57:04","39.9467"," 28.8163","0.0","-.-","1.7","-.-"," KARINCALI-ORHANELI (BURSA)","Ilksel"
"399","2020.12.12 10:14:43","38.0107"," 27.0888","4.6","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"400","2020.12.12 09:58:59","38.2025"," 38.5818","3.8","-.-","2.7","-.-"," SOGUTLU-PUTURGE (MALATYA)"," Ilksel"
"401","2020.12.12 09:22:01","38.0295"," 27.0907","5.4","-.-","2.4","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"402","2020.12.12 08:53:39","39.3698"," 25.8643"," 11.0","-.-","1.8","-.-"," BADEMLI ACIKLARI-CANAKKALE (EGE DENIZI)"," Ilksel"
"403","2020.12.12 08:46:57","40.2122"," 31.8358","1.9","-.-","1.8","-.-"," SARIAGIL-BEYPAZARI (ANKARA)"," Ilksel"
"404","2020.12.12 06:50:56","40.0003"," 28.2020","7.9","-.-","1.8","-.-"," TASKOPRU-MUSTAFAKEMALPASA (BURSA)"," Ilksel"
"405","2020.12.12 06:40:58","38.0302"," 27.0835","1.7","-.-","2.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"406","2020.12.12 06:27:39","37.7643"," 27.1010","6.9","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"407","2020.12.12 06:09:19","38.0367"," 27.1047"," 19.5","-.-","2.2","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"408","2020.12.12 06:08:58","38.0137"," 27.0980","5.4","-.-","2.2","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"409","2020.12.12 06:01:59","37.9962"," 27.0725","5.0","-.-","1.5","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"410","2020.12.12 05:58:04","38.0375"," 27.1408","4.4","-.-","1.5","-.-"," CILE-MENDERES (IZMIR)"," Ilksel"
"411","2020.12.12 05:55:44","37.9982"," 26.8793","6.5","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"412","2020.12.12 05:50:51","38.0160"," 27.0808","5.0","-.-","3.1","3.1"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"413","2020.12.12 05:40:35","38.4215"," 42.8647"," 12.5","-.-","1.4","-.-"," ALTINSAC-GEVAS (VAN)","Ilksel"
"414","2020.12.12 05:05:50","38.0460"," 27.1465","8.8","-.-","1.7","-.-"," CILE-MENDERES (IZMIR)"," Ilksel"
"415","2020.12.12 04:53:01","37.7875"," 26.8890","5.9","-.-","1.4","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"416","2020.12.12 04:47:07","38.0027"," 27.0627","1.0","-.-","1.3","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"417","2020.12.12 04:35:05","37.8542"," 26.3312"," 17.4","-.-","2.1","-.-"," ONIKI ADALAR (AKDENIZ)","Ilksel"
"418","2020.12.12 04:31:46","37.9978"," 27.0635","5.3","-.-","2.3","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"419","2020.12.12 04:22:17","37.7087"," 26.9420","5.4","-.-","1.9","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"420","2020.12.12 04:15:36","40.4900"," 34.3077","7.6","-.-","2.0","-.-"," UCDAM-UGURLUDAG (CORUM)"," Ilksel"
"421","2020.12.12 03:57:38","39.7948"," 23.9830"," 28.9","-.-","2.8","-.-"," YUNANISTAN","Ilksel"
"422","2020.12.12 03:49:34","37.7813"," 26.8205","5.0","-.-","2.2","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"423","2020.12.12 03:41:07","37.7983"," 26.8278","2.2","-.-","2.2","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"424","2020.12.12 03:35:36","40.0187"," 28.2087","8.3","-.-","1.8","-.-"," ADAKOY-MUSTAFAKEMALPASA (BURSA)"," Ilksel"
"425","2020.12.12 03:31:02","38.0237"," 27.0922","6.6","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"426","2020.12.12 03:15:00","39.0965"," 37.8412","5.0","-.-","2.1","-.-"," AKTEPE-KANGAL (SIVAS)"," Ilksel"
"427","2020.12.12 03:12:02","37.6250"," 27.1520","1.2","-.-","2.1","-.-"," DOGANBEY-SOKE (AYDIN)"," Ilksel"
"428","2020.12.12 03:11:35","39.0185"," 25.6173","7.7","-.-","2.6","-.-"," EGE DENIZI","Ilksel"
"429","2020.12.12 03:09:37","37.7705"," 26.7703","5.3","-.-","2.1","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"430","2020.12.12 03:07:49","38.5677"," 41.4538","5.4","-.-","2.0","-.-"," ILICA-(MUS)"," Ilksel"
"431","2020.12.12 03:07:46","37.7637"," 26.9593","5.9","-.-","2.0","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"432","2020.12.12 03:05:39","39.0182"," 26.0130","7.5","-.-","2.4","-.-"," EGE DENIZI","Ilksel"
"433","2020.12.12 03:00:18","38.0037"," 27.1143","5.2","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"434","2020.12.12 02:59:13","38.0132"," 27.0757","5.0","-.-","2.0","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"435","2020.12.12 02:56:32","38.7262"," 26.5195","6.3","-.-","2.4","-.-"," EGE DENIZI","Ilksel"
"436","2020.12.12 02:41:00","36.6377"," 36.3150"," 17.6","-.-","1.3","-.-"," KALEDIBI-ISKENDERUN (HATAY)"," Ilksel"
"437","2020.12.12 01:40:57","38.4682"," 39.0610","7.9","-.-","1.0","-.-"," OKSUZUSAGI-(ELAZIG)"," Ilksel"
"438","2020.12.12 01:33:25","37.7195"," 27.0803","2.1","-.-","1.5","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"439","2020.12.12 01:24:05","37.7037"," 26.7293","8.5","-.-","1.7","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"440","2020.12.12 00:46:59","40.7807"," 28.0392","4.6","-.-","2.1","-.-"," MARMARA DENIZI","Ilksel"
"441","2020.12.12 00:42:41","40.5217"," 34.2993","5.0","-.-","1.9","-.-"," ASAGIEMIRHALIL-BAYAT (CORUM)","Ilksel"
"442","2020.12.12 00:35:39","37.8540"," 26.8385","9.1","-.-","2.1","-.-"," EGE DENIZI","Ilksel"
"443","2020.12.12 00:04:33","35.6645"," 26.2652"," 17.9","-.-","2.1","-.-"," AKDENIZ"," Ilksel"
"444","2020.12.11 23:54:49","37.8593"," 26.7660","4.7","-.-","1.9","-.-"," EGE DENIZI","Ilksel"
"445","2020.12.11 23:46:00","37.6200"," 26.9877"," 13.3","-.-","2.0","-.-"," DOGANBEY ACIKLARI-AYDIN (EGE DENIZI)","Ilksel"
"446","2020.12.11 23:21:44","37.7043"," 27.0437","7.6","-.-","2.3","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"447","2020.12.11 23:19:26","40.6073"," 28.9953","4.7","-.-","1.8","-.-"," SENKOY-CINARCIK (YALOVA)","Ilksel"
"448","2020.12.11 23:16:03","37.6620"," 27.0162","8.6","-.-","1.7","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"449","2020.12.11 23:10:16","37.6915"," 27.0983"," 16.6","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"450","2020.12.11 23:07:26","37.8748"," 26.5377"," 12.4","-.-","2.0","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"451","2020.12.11 22:58:26","37.6637"," 27.0573","7.4","-.-","2.7","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"452","2020.12.11 22:56:55","37.6920"," 27.0782","9.7","-.-","2.1","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"453","2020.12.11 22:37:24","37.8437"," 26.9008"," 10.8","-.-","2.4","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"454","2020.12.11 22:31:45","37.8215"," 26.8742","7.1","-.-","2.1","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"455","2020.12.11 22:23:49","40.6033"," 28.9978","9.5","-.-","1.8","-.-"," SENKOY-CINARCIK (YALOVA)","Ilksel"
"456","2020.12.11 22:18:23","41.3610"," 43.9853"," 17.0","-.-","1.9","-.-"," GURCISTAN"," Ilksel"
"457","2020.12.11 22:07:12","37.6913"," 27.0855"," 12.6","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"458","2020.12.11 21:50:39","38.6078"," 43.5353"," 18.2","-.-","2.0","-.-"," GEDELOVA-(VAN)","Ilksel"
"459","2020.12.11 21:16:10","37.8123"," 26.7577"," 15.4","-.-","1.8","-.-"," EGE DENIZI","Ilksel"
"460","2020.12.11 20:35:10","37.6537"," 37.2568","4.7","-.-","1.6","-.-"," BESENLI-(KAHRAMANMARAS)"," Ilksel"
"461","2020.12.11 20:27:23","39.9907"," 24.4568","7.9","-.-","3.2","3.2"," YUNANISTAN","Ilksel"
"462","2020.12.11 20:17:16","38.0238"," 27.0890","8.6","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"463","2020.12.11 19:56:10","39.3618"," 25.8967","8.4","-.-","2.5","-.-"," BADEMLI ACIKLARI-CANAKKALE (EGE DENIZI)"," Ilksel"
"464","2020.12.11 19:39:18","40.0370"," 28.1693","4.1","-.-","0.8","-.-"," UMITELI-SUSURLUK (BALIKESIR)","Ilksel"
"465","2020.12.11 19:38:40","40.0177"," 28.1692"," 10.8","-.-","1.0","-.-"," GOBEL-SUSURLUK (BALIKESIR)","Ilksel"
"466","2020.12.11 19:31:29","37.7683"," 27.0388","1.9","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"467","2020.12.11 19:03:31","40.0005"," 28.2085"," 10.1","-.-","2.7","-.-"," TASKOPRU-MUSTAFAKEMALPASA (BURSA)"," Ilksel"
"468","2020.12.11 18:54:58","37.6995"," 27.0328","7.8","-.-","2.3","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"469","2020.12.11 18:54:13","37.6913"," 27.0448","3.7","-.-","1.8","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"470","2020.12.11 18:48:59","39.0215"," 29.5818","6.7","-.-","2.6","-.-"," GOKLER-GEDIZ (KUTAHYA)","Ilksel"
"471","2020.12.11 18:38:57","38.3733"," 27.4998"," 28.5","-.-","1.7","-.-"," ASAGIKIZILCA-KEMALPASA (IZMIR)","Ilksel"
"472","2020.12.11 18:35:19","37.6690"," 26.9985"," 12.2","-.-","1.7","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"473","2020.12.11 18:29:23","37.7473"," 27.0983","3.0","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"474","2020.12.11 18:19:33","38.0280"," 27.0653","8.2","-.-","1.4","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"475","2020.12.11 18:16:54","37.7858"," 27.0723"," 28.3","-.-","1.3","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"476","2020.12.11 18:10:51","37.7462"," 26.8767"," 20.1","-.-","1.5","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"477","2020.12.11 18:05:12","39.9918"," 28.2035"," 10.5","-.-","2.9","-.-"," TASKOPRU-MUSTAFAKEMALPASA (BURSA)"," Ilksel"
"478","2020.12.11 18:04:30","37.8732"," 26.9113","9.1","-.-","2.4","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"479","2020.12.11 18:01:45","39.8905"," 28.2238"," 20.5","-.-","1.6","-.-"," KALFAKOY-SUSURLUK (BALIKESIR)"," Ilksel"
"480","2020.12.11 17:46:15","40.0035"," 28.2068","9.6","-.-","3.0","-.-"," TASKOPRU-MUSTAFAKEMALPASA (BURSA)"," Ilksel"
"481","2020.12.11 17:45:25","37.8035"," 26.8935"," 10.4","-.-","1.9","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"482","2020.12.11 17:44:30","40.0057"," 28.1972","9.9","-.-","2.2","-.-"," TASKOPRU-MUSTAFAKEMALPASA (BURSA)"," Ilksel"
"483","2020.12.11 17:37:49","40.0047"," 28.1988"," 11.8","-.-","4.1","3.9"," TASKOPRU-MUSTAFAKEMALPASA (BURSA)"," Ilksel"
"484","2020.12.11 16:38:05","38.5605"," 41.4388","1.9","-.-","2.6","-.-"," AGILLI-(MUS)","Ilksel"
"485","2020.12.11 15:47:24","37.8617"," 26.6400"," 18.6","-.-","1.4","-.-"," EGE DENIZI","Ilksel"
"486","2020.12.11 15:18:16","38.9862"," 26.9477","5.0","-.-","1.5","-.-"," DELIKTAS-DIKILI (IZMIR)"," Ilksel"
"487","2020.12.11 14:30:37","37.8795"," 26.9045"," 13.4","-.-","1.6","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"488","2020.12.11 14:06:05","36.8375"," 28.3337","8.5","-.-","1.7","-.-"," ADAKOY-MARMARIS (MUGLA)"," Ilksel"
"489","2020.12.11 14:01:12","35.7512"," 26.4733"," 85.1","-.-","3.4","3.5"," AKDENIZ"," Ilksel"
"490","2020.12.11 13:50:00","36.1142"," 33.5682","0.0","-.-","1.1","-.-"," BUYUKECELI-GULNAR (MERSIN)","Ilksel"
"491","2020.12.11 13:40:04","40.1878"," 37.0302","6.1","-.-","2.0","-.-"," MESCITKOY-ALMUS (TOKAT)"," Ilksel"
"492","2020.12.11 13:33:19","37.8782"," 27.0542","2.8","-.-","1.8","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"493","2020.12.11 13:30:24","39.3068"," 26.0423","3.7","-.-","2.7","-.-"," MIDILLI ADASI (EGE DENIZI)","Ilksel"
"494","2020.12.11 13:22:10","37.7765"," 26.9545"," 12.6","-.-","1.5","-.-"," SISAM ADASI (EGE DENIZI)","Ilksel"
"495","2020.12.11 13:04:04","38.8192"," 27.2220","3.3","-.-","1.7","-.-"," SIYEKLI-(MANISA)","Ilksel"
"496","2020.12.11 12:39:36","38.1423"," 38.5613","2.5","-.-","1.9","-.-"," GECITLI-SINCIK (ADIYAMAN)"," Ilksel"
"497","2020.12.11 12:33:58","37.8940"," 27.2530"," 11.8","-.-","2.5","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"498","2020.12.11 12:29:41","37.8692"," 26.9482","9.9","-.-","1.9","-.-"," KUSADASI KORFEZI (EGE DENIZI)"," Ilksel"
"499","2020.12.11 12:27:38","39.3888"," 25.8318","5.0","-.-","2.4","-.-"," EGE DENIZI","Ilksel"
"500","2020.12.11 12:19:34","40.0042"," 34.2807","4.8","-.-","1.8","-.-"," CICEKLIKELLER-SUNGURLU (CORUM)","Ilksel"
